StationNumber,Station,Latitude,Longitude,TotalMeasurements,UniqueVariables,UniqueSamples,UniqueProjects,DateRangeStart,DateRangeEnd,YearsOfData,VariableList,CoverageLevel,VariableDiversityPct
AB05BM0585,"EAST ARROWWOOD CREEK, NEAR THE MOUTH",50.76472,-113.12389,1280,58,24,1,10/18/2022 11:45,9/8/2020 12:00,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE",Comprehensive (12+ vars),70.73170731707317
AB05CA0015,"FALLEN TIMBER CREEK, NEAR MOUTH",51.73667,-114.65444,1229,62,23,1,10/1/2020 13:40,9/8/2020 11:00,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),75.60975609756098
AB11AA0280,"MILK RIVER, NEAR WESTERN BOUNDARY, AT HWY 501",49.09,-112.39833,1222,62,23,1,10/13/2022 9:30,9/22/2020 9:00,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM ADSORPTION RATIO (CALCD.), SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),75.60975609756098
AB05CA0090,"JAMES RIVER, NEAR JAMES RIVER BRIDGE",51.92645,-114.68533,1221,62,23,1,10/1/2020 12:10,9/8/2020 13:30,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),75.60975609756098
AB05CA0045,"BEARBERRY CREEK, NEAR SUNDRE (NEAR WIER) REMOTE LOGGER SITE",51.80198,-114.66324,1219,62,23,1,10/1/2020 11:30,9/8/2020 12:30,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),75.60975609756098
AB07AG0345,"MCLEOD RIVER, AT WSC GAUGE 4.5KM U/S OF THE CONFLUENCE WITH GROAT CREEK",54.01297,-115.84156,1216,60,23,1,10/18/2023 14:20,9/29/2021 13:40,3,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),73.17073170731707
AB07AH0005,"SAKWATAMAU RIVER, AT WSC GAUGE AT HWY 32",54.2012,-115.7796,1215,60,23,1,10/18/2023 13:40,9/29/2021 13:00,3,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),73.17073170731707
AB07AC0015,"BERLAND RIVER, 10 KM U/S OF ATHABASCA RIVER - AT WSC GAUGE",54.0121,-116.96656,1152,60,22,1,10/18/2023 11:30,9/29/2021 11:00,3,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),73.17073170731707
AB05CJ0030,"MATZHIWIN CREEK, AT HWY 36",50.84167,-111.93056,1123,62,21,1,10/12/2022 13:25,9/14/2020 10:00,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),75.60975609756098
AB07DD0105,"ATHABASCA RIVER, D/S OF DEVILS ELBOW AT WINTER ROAD CROSSING",58.44722,-111.18583,945,60,16,1,1/12/2022 10:20,3/9/2022 10:50,4,"ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),73.17073170731707
AB11AA0290,"RED CREEK, NEAR THE MOUTH",49.06717,-111.92243,909,61,17,1,10/20/2020 11:30,9/21/2020 10:40,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),74.39024390243902
AB06AC0160,"ETHEL LAKE (NEAR COLD LAKE), INLET FROM MARIE LAKE",54.54167,-110.35278,851,57,17,1,1/20/2021 13:00,9/15/2020 17:15,3,"ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA DISSOLVED, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED INORGANIC (DIC), CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CLOUD COVER, COLOUR (VISUAL) AT SITE, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SILICA REACTIVE, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),69.51219512195121
